,id,name,brewery_type,city,postal_code,country,longitude,latitude,phone,website_url,state,street
3270,2c912fda-7f96-474d-8871-f534c6ccdb9e,gravity brew works,micro,big flat,72617,united states,,,8704482077,http://www.gravitybrewworks.com,arkansas,11512 hwy 14 e
3271,a29926af-93f7-4b62-9c4b-fc0dadeeaee0,gravity brewing,micro,louisville,80027-1463,united states,,,3035440746,http://www.thegravitybrewing.com,colorado,1150 pine st unit b
3272,8e531fdc-43a7-4783-a070-546bd56b250d,gravity brewlab,contract,miami beach,33139-3301,united states,,,7865367085,http://www.gravity.beer,florida,1521 alton rd # 591
3273,166dfb9e-0c4e-4ffc-ad52-f1eb798265fc,gravsouth brewing co.,brewpub,cotati,94931-3054,united states,-122.7140388,38.33255458,7077534198,http://www.gravsouthbrewco.com,california,7950 redwood dr ste 15
3274,8e5e28a5-6bfb-4b74-8a0e-760cf636fd96,gray brewing co,micro,janesville,53548,united states,-89.04972689,42.67930794,6087565430,,wisconsin,2424 w court st
3275,b560642e-b3a4-4ec9-9a71-00fb884ee623,grayton beer brewpub,brewpub,santa rosa beach,32459-6099,united states,,,8502314786,,florida,217 serenoa rd
3276,7fc10d9b-8289-4db8-9bc4-c09e72d94b6e,greasy luck brewery,brewpub,new bedford,02740-6345,united states,-70.92607527,41.63507079,7744254600,http://www.greasyluckbrewery.com,massachusetts,791 purchase st
3277,607a358d-eef1-4db9-bffc-99c6640b5932,great adirondack brewing company,brewpub,lake placid,12946-3300,united states,-73.985385,44.288397,5185231629,http://www.adksteakandseafood.com,new york,2442 main st
3278,fd35a948-4353-490d-8e2c-1ea12ddf0533,"great american restaurants, sweetwater tavern",brewpub,centreville,20121-5336,united states,-77.43946496,38.82898546,7034491100,http://www.greatamericanrestaurants.com,virginia,14250 sweetwater ln
3279,61858953-2b5c-4ec2-b8a1-e0eb3770bc1f,"great american restaurants, sweetwater tavern",brewpub,falls church,22042-1028,united states,,,7036458100,http://www.greatamericanrestaurants.com,virginia,3066 gate house plz
3280,bd1e519b-ec63-49ca-954f-68394ee94d8a,"great american restaurants, sweetwater tavern",brewpub,sterling,20166-6556,united states,,,5714346500,http://www.greatamericanrestaurants.com,virginia,45980 waterview plz
3281,a92779ca-47e3-4b0b-ab0a-59050ebac620,great baraboo brewing co,brewpub,clinton township,48035-2155,united states,-82.96514018,42.56028034,5867927397,http://www.greatbaraboo.com,michigan,35905 utica rd
3282,09762409-cb4e-4a66-bed3-77788daf8a67,great barn brewery,micro,new hope,18938,united states,-74.95077675,40.36199585,,http://www.greatbarnbrewery.com,pennsylvania,12 w mechanic st
3283,285ea0ca-b7c9-4e81-b72c-ece23cb76946,great basin brewing co,brewpub,reno,89502-6085,united states,-119.789957,39.4762338,7752847711,http://www.greatbasinbrewingco.com,nevada,5525 s virginia st
3284,9220f96f-aeaa-48d9-b5b3-7a8e6e228730,great basin brewing co,brewpub,sparks,89431-5275,united states,-119.775003,39.53533,7753557711,http://www.greatbasinbrewingco.com,nevada,846 victorian ave
3285,8fb7a6e3-f6ef-47a3-b8e2-46b280be97d6,great basin brewing co - production facility,micro,reno,89502-7174,united states,,,7753557711,http://www.greatbasinbrewingco.com,nevada,1155 s rock blvd ste 490
3286,fe4b240e-0ef8-477e-9c77-0819de38d3e6,great beer co,contract,chatsworth,91311-4309,united states,-118.5932845,34.24643282,8187182739,http://www.greatbeerco.com,california,21119 superior st
3287,c4a394ea-a3df-4a0d-892b-92972acabf9a,great black swamp brewing co,micro,toledo,43606-4553,united states,-83.5462275,41.6530711,4199731256,http://www.greatblackswampbrewing.com,ohio,3323 monroe st
3288,85e12381-2a52-4710-9be4-0c4243976f28,great burn brewing,micro,missoula,59801-8802,united states,-114.033997,46.83979192,4063171557,http://www.greatburnbrewing.com,montana,2230 mcdonald ave
3289,dc1ca2e3-86c7-44b5-aaae-adad3420225f,great central brewing company,micro,chicago,60612-2614,united states,-87.6712098,41.8858315,8554644222,http://www.greatcentralbrewing.com,illinois,221 n wood st
3291,dc3e008a-2387-4aea-addd-c05a1049ee89,great chicago fire brewery and tap room,brewpub,leesburg,34748-5894,united states,-81.8767662,28.81023951,3524742739,http://www.chifibrew.com,florida,311 w magnolia st
3292,318e515a-fa20-42bb-a8f8-473485d2dbe1,great crescent brewery,micro,aurora,47001-1415,united states,-84.90051257,39.05760229,8126559079,http://www.gcbeer.com,indiana,315 importing st
3293,87921dc2-786e-412d-a560-399768f7cd7b,great dane pub and brewing co - downtown,brewpub,madison,53703-5134,united states,,,6082840000,http://www.greatdanepub.com,wisconsin,123 e doty st ste 1
3294,7efb41b5-7e36-44e0-86a6-23ff349c0265,great dane pub and brewing co - fitchburg,brewpub,fitchburg,53711-7146,united states,-89.42370903,43.01816267,6084429000,http://www.greatdanepub.com,wisconsin,2980 cahill main
3295,986c3bd0-6cf7-4949-83af-25c4b7439257,great dane pub and brewing co -- hilldale,brewpub,madison,53705-3208,united states,-89.45243818,43.07061375,6086619400,http://www.greatdanepub.com,wisconsin,357 price pl
3296,d69ee73d-78ca-4d7f-b293-0a02f0df6e5f,great dane pub and brewing co- wausau,brewpub,wausau,54401-1708,united states,-89.66482568,44.9511963,7158453000,http://www.greatdanepub.com,wisconsin,2305 sherman st
3297,8d07cc1f-6941-4ee7-8fbe-6ce91eb7b098,great divide brewing co,regional,denver,80205-2512,united states,-104.9885279,39.7539229,3032969460,http://www.greatdivide.com,colorado,2201 arapahoe st
3298,419be70a-a970-41f1-99cd-0b42875001e5,great divide brewing co - rino barrel bar,micro,denver,80216-3665,united states,-104.979247,39.7703322,3032969460,http://greatdivide.com/,colorado,1812 35th st
3300,cbf3ff33-da42-4d33-9a6e-8fe1aec55b7c,great flats brewing,micro,schenectady,12305-2051,united states,-73.93839638,42.81243538,5182800232,http://www.greatflatsbrewing.com,new york,151 lafayette st
3301,461de6a5-8f4f-4422-a103-df77bd33e6af,great flood brewing,micro,louisville,40205-1916,united states,-85.6938076,38.2239974,5024577711,http://www.greatfloodbrewing.com,kentucky,2120 bardstown rd
3302,cc9854cc-ed86-4336-8a59-4076b40248a5,great flood brewing- production facility,micro,louisville,40203-2618,united states,-85.74511415,38.2290463,5024577711,,kentucky,629 bergman st
3303,aa504ab3-d1c2-46b7-9070-c2b622275a93,great frontier brewing company,micro,lakewood,80227-2050,united states,-105.1177216,39.6813614,7203281758,http://www.greatfrontierbeer.com,colorado,2010 s oak st
3304,fb5582cb-ab8e-4a54-b59e-ad6d5092a60b,great heights brewing company,micro,houston,77018-6204,united states,-95.4223629,29.8216738,2812206900,http://www.greatheightsbrewing.com,texas,938 wakefield dr
3305,5c7ca72a-568e-4586-b3cb-10043ee53764,great lakes brewing co,regional,cleveland,44113-3422,united states,-81.70571113,41.48405803,2167714404,http://www.greatlakesbrewing.com,ohio,1947 w 28th st
3306,2517f2a6-d216-43be-be6e-e3bdace21d54,great lakes brewing co,brewpub,cleveland,44113-3434,united states,-81.7044266,41.4844172,,http://www.greatlakesbrewing.com,ohio,2516 market ave
3307,20230888-8096-4466-8d22-29d016781c9c,"great legs winery, brewery, and distillery",micro,holland,49424-3306,united states,,,6169169729,http://www.greatlegswinery.com,michigan,332 e lakewood blvd
3309,b10d422b-421d-4eab-9688-11783edace14,great north aleworks,micro,manchester,03109-5615,united states,,,6034988152,http://greatnorthaleworks.com,new hampshire,1050 holt ave unit 14
3310,67922a32-e4c3-4ef0-ae6e-6c3ef0c33286,great northern brewing co,micro,whitefish,59937-2547,united states,-114.3370175,48.4123443,4068631000,http://www.greatnorthernbrewing.com,montana,2 central ave
3311,241b680f-f114-440d-a662-67869a68e262,great notion brewing,brewpub,portland,97211-5885,united states,-122.64249,45.55884,5035484491,http://www.greatnotionpdx.com,oregon,2204 ne alberta st ste 101
3312,e7857396-5a4b-4d13-9280-5bc209512ee0,great notion brewing nw,micro,portland,97210,united states,-122.7089599,45.54001975,5035484491,,oregon,2444 nw 28th ave
3313,457a1fd7-e41f-4229-9c47-0ad74fb4ed90,great raft brewing,micro,shreveport,71103-3705,united states,-93.75545669,32.48900686,3187348101,http://www.greatraftbrewing.com,louisiana,1251 dalzell st
3314,facf7af6-1103-42ef-9522-de783df81127,great rhythm brewing co.,micro,portsmouth,03801-7608,united states,,,6034309640,http://www.greatrhythmbrewing.com,new hampshire,105 bartlett st ste 6
3315,2934514c-a0f6-4810-8f4b-042fcb398a0c,great river brewery,micro,davenport,52801-1702,united states,-90.57063937,41.52138805,3195415160,http://www.greatriverbrewery.com,iowa,332 e 2nd st
3316,e681f620-b2fc-445a-afd9-a8777f87d738,great south bay brewery,micro,bay shore,11706-2234,united states,,,6313928472,http://www.greatsouthbaybrewery.com,new york,25 drexel dr
3317,fdaa1da1-63fb-4a46-9ebc-4dd94bcc3a39,great valley farm brewery,micro,natural bridge,24578-1100,united states,,,5405216163,http://greatvalleyfarmbrewery.com,virginia,60 great valley ln
3318,64c21730-f704-40c9-98b8-132b3dc1a37e,great waters brewing company,brewpub,saint paul,55102-1105,united states,-93.096926,44.94672,6512242739,http://www.greatwatersbc.com,minnesota,426 saint peter st
3319,f54f3497-c3bd-406e-a185-c65382c8d7d6,greater good imperial brew co,brewpub,worcester,01606,united states,-71.80355503,42.2891295,,http://www.greatergoodimperials.com,massachusetts,55 millbrook st
3320,b77b713c-c91c-4c44-8dc2-13148b04edee,green bench brewing co,micro,saint petersburg,33705-1555,united states,-82.65067185,27.7717121,7278007836,http://www.greenbenchbrewing.com,florida,1133 baum ave n
3321,7eda7b52-0edb-46d1-ab98-6a6fb5a00855,green bird cellars and organic farms,micro,northport,49670-9408,united states,,,2313865636,http://www.greenbirdcellars.com,michigan,9825 e engles rd
3322,fad0bdb4-e128-4ff5-bd61-d32139d55f7b,green bus brewing,brewpub,huntsville,35801-4233,united states,-86.58405136,34.73010503,2569902477,http://www.greenbusbrewing.com,alabama,206 eustis ave se
3323,c9cccb9d-9cba-4a52-a082-b44a4db1551a,green cheek beer company,micro,costa mesa,92626,united states,-117.8882255,33.67893714,7147604995,,california,2957 randolph av unit b
3324,cb8cc1f7-2ec1-47a8-af72-66f44320b4ed,green cheek beer company,micro,orange,92865-3108,united states,-117.8639647,33.82585285,7149988172,,california,2294 n batavia st ste c
3325,0bafd51b-5a8c-4aaf-999c-13065b7014ce,green earth brewing company,micro,greeley,80631-1139,united states,,,9707022332,http://www.greenearthbrewingco.com,colorado,725 10th st unit a
3326,3fece130-900d-4f23-99cc-5b35402a403c,green feet brewing,micro,tucson,85713-6814,united states,-110.9232648,32.1843632,5209771691,http://www.greenfeetbrewing.com,arizona,3669 e 44th st
3327,f2a06d1e-b89f-40c2-9a52-938dc502ac9b,green flash brewing co,regional,san diego,92121-4100,united states,-117.113975,32.9167796,8586220085,http://www.greenflashbrew.com,california,6550 mira mesa blvd
3328,81bda7fc-e284-4140-b2b0-7d43f5ad9212,green flash brewing co,closed,lincoln,68508-1644,united states,-96.69768022,40.81481116,4029752285,,nebraska,1630 p st
3330,467e3456-7b3b-4cc5-abe6-e86460e3473d,green man brewing co,micro,asheville,28801-4019,united states,-82.55367153,35.5886249,8282525502,http://www.greenmanbrewery.com,north carolina,27 buxton ave
3331,c949181b-f591-4035-b309-e04b5676ecfa,green mountain beer company,micro,lakewood,80227-6560,united states,,,3039860201,http://www.greenmountainbeercompany.com,colorado,2585 s lewis way unit 110
3332,99d5c421-3198-4d61-98b1-726595c930e2,green oak brewing,brewpub,prosser,99350-1148,united states,-119.7707374,46.210051,5097864922,http://www.whitstranbrewing.com,washington,1427 wine country rd
3333,6e0bab8b-6adc-4584-b6d1-927c9379fdd6,green room brewing,micro,jacksonville beach,32250-6935,united states,-81.39230143,30.29033471,9042019283,http://www.greenroombrewing.com,florida,228 3rd st n
3334,113283e7-f702-44d8-b86c-1203b4e20421,green room burgers & beer,brewpub,kansas city,64111-3010,united states,-94.5932559,39.0544808,8162167682,http://www.greenroomkc.com,missouri,4010 pennsylvania ave
3335,9a1cdb87-cb36-40c3-8f76-3ef7ae24d6d0,green tree brewery,micro,le claire,52753,united states,-90.343376,41.599934,5637291164,https://greentreebrewery.com,iowa,309 n cody road
3336,580f1012-2d50-4f18-957e-cad9a534aa79,green wolf brewing co,micro,middleburgh,12122-,united states,-74.334814,42.598257,5188276444,http://www.greenwolfbrew.com,new york,315 main st
3337,4e4dd1c0-4bfb-45ab-ae2d-33a45e0b6307,greenbrier valley brewing co,micro,maxwelton,24957,united states,-79.9614382,39.6272603,3045204669,http://www.gvbeer.com,west virginia,862 industrial park rd ste a
3338,aca6e2d8-e3b8-4a29-b77b-f5d91b3179dc,greenbush annex,micro,sawyer,49125,united states,-86.59404729,41.88540971,,,michigan,5870 sawyer rd
3339,295e2956-574d-4cf1-a472-2df77d81bbc3,greenbush brewing co,micro,sawyer,49125-9380,united states,-86.59431314,41.88557686,2694051076,http://greenbushbrewing.com,michigan,5885 sawyer rd
3340,20b1559c-308c-469c-a5d3-91935ed72755,greene growlers,brewpub,gaithersburg,20877,united states,-77.19355584,39.1419364,2402616196,http://www.greenegrowlers.com,maryland,227 e diamond ave
3341,a10921c0-aa0f-4ca7-b669-ba0086c3e8a7,greenpoint beer,brewpub,brooklyn,11222-2838,united states,-73.99607617,40.66893407,9177501541,http://www.greenpointbeer.com,new york,7 n 15th st
3342,e3560926-3490-4bdd-a5f3-98383f767703,"greenport harbor brewing co, llc",brewpub,peconic,11958-1502,united states,-72.4545703,41.0415525,6315139019,http://www.harborbrewing.com,new york,42155 main rd
3344,1850dc68-99e4-4ae4-8c66-f31497c9129c,greenstar brewing at uncommon ground,brewpub,chicago,60613-2812,united states,-87.66001045,41.95128495,8472198834,http://www.uncommonground.com,illinois,3810 n clark st
3345,94009625-38ed-40cc-b7bc-df48ddd75b32,greenwood brewing llc,contract,phoenix,85004-4489,united states,,,4802089500,http://www.greenwoodbrews.com,arizona,600 n 4th st apt 210
3346,8d234406-06c0-4ae0-8d45-f962b4ef0db0,greer brewing,closed,ellisville,63011-2161,united states,-90.59484652,38.590625,6363463979,http://www.greerbrewingco.com,missouri,16050 manchester rd
3347,72ca0074-8bfb-4c8e-93c3-d37f82916ef3,grey sail brewing co. llc,micro,westerly,02891-1552,united states,-71.832459,41.385011,4102127592,http://www.greysailbrewing.com,rhode island,63 canal st
3350,54b5f341-23dd-4c5d-bae9-15c0327c53fe,greyline brewing,brewpub,grand rapids,49504-,united states,-85.68843549,42.99474375,6168213786,,michigan,1727 alpine ave nw
3352,76da7caa-4120-4920-aff5-e85cbf15fbac,grid city beer works,brewpub,salt lake city,84115-1825,united states,-111.9008077,40.7250681,8019068390,http://www.gridcitybeerworks.com,utah,333 w 2100 s
3353,33b1bd3c-c543-4855-83a6-d39fc99ce074,gridlock brewing co,contract,livermore,94551,united states,-121.7669791,37.69251772,4088358794,http://www.gridlockbrewing.com,california,2659 pickfair lane
3354,49f6d4fd-9671-4465-8d83-be8b2255d33e,griesedieck brothers brewery,contract,saint louis,63147-1840,united states,-90.23498721,38.70903511,3143093210,http://www.gb-beer.com,missouri,1240 switzer ave
3355,b421957f-cf1e-4a49-a263-3452c9e1cd61,griffin claw brewing co,micro,birmingham,48009-6824,united states,-83.19546429,42.5434572,,http://www.griffinclawbrewingcompany.com,michigan,575 s eton st
3357,bf564705-6478-464b-acb1-04c343cc2ff4,griffs brewery,micro,spencerport,14559-1101,united states,,,5856173843,http://www.griffsbrewery.com,new york,5324 w ridge rd
3358,7872a82c-855e-489f-bb33-82a3f89268a8,grillin & chillin alehouse,brewpub,hollister,95023-2225,united states,-121.398519,36.8518573,8316372337,http://www.relaxgrillinchillin.com,california,401 mccray st # b24
3359,40e3e16f-ba2e-4403-8cbd-b7fe50863cb5,grimm artisanal ales,micro,brooklyn,11211-2607,united states,-73.93651911,40.7142757,,http://grimmales.com,new york,990 metropolitan ave
3360,a3efb74a-543d-40a2-8820-44cab4a1492d,"grimm brothers brewhouse, llc",micro,loveland,80537-5127,united states,,,9706246045,http://www.grimmbeer.com,colorado,623 denver ave
3361,7e5f0162-8ba1-4438-ac08-925878fcd96c,grind city brewing company,micro,memphis,38107-1806,united states,-90.0434951,35.1697202,9015452337,https://grindcitybrew.com,tennessee,76 waterworks ave
3362,bfca8916-7e6b-4978-ba73-ef4faa3898c9,grinderâs high noon brewery,brewpub,leavenworth,66048-2821,united states,-94.91052465,39.31683651,9136511000,http://info@grindershighnoon.com,kansas,206 choctaw st
3363,6bfe06c9-8741-41b9-b22a-b7a13d649a03,grindhaus brew lab,micro,clearwater,33765-1969,united states,,,7272400804,http://www.grindhausbrewlab.com,florida,1650 n hercules ave ste i
3364,34536644-1060-4bd2-8103-b9e8352696fb,grist brewing company,micro,highlands ranch,80129-1563,united states,,,703604782,http://gristbrewingcompany.com,colorado,9150 commerce center cir ste 300
3365,42e70445-725e-464b-9ab5-68ae743cc256,grist brewing company - lone tree,micro,lone tree,80124,united states,,,3037289394,,colorado,9535 park meadows dr ste f
3366,7f4e13ac-9368-4324-81ad-ff4dab388ad6,grist house craft brewery,micro,pittsburgh,15209-2728,united states,,,4124471442,http://www.gristhouse.com,pennsylvania,10 sherman st
3367,8bedf283-d3ff-463e-9a7e-1aa4d8f3b491,grist iron brewing co.,brewpub,burdett,14818-9729,united states,,,6078822739,http://www.gristironbrewing.com,new york,4880 state route 414
3368,6a01fef8-dd06-4ba6-99f8-fca4874e14af,gristworkz,brewpub,houston,77009,united states,,,,https://www.gristworkz.com/,texas,1504 chapman st
3370,b4d7adbc-50ad-4a81-ba14-1831a1a55b39,gritty mcduffs - freeport,brewpub,freeport,04032,united states,,,2078654321,http://www.grittys.com,maine,187 lower main st
3371,22209ec8-d403-44af-9f67-97f08f89c9be,gritty mcduffs - lewiston/auburn,brewpub,auburn,04210-5812,united states,-70.22448665,44.0971728,2073762739,,maine,68 main st
3372,0eacb04d-cb09-4f16-83c7-81a7aeefef85,gritty mcduffs - portland,brewpub,portland,04101-4026,united states,-70.2533609,43.6564108,2077722739,http://www.grittys.com,maine,396 fore st
